prompt,classes,answer_index
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Children who grow up in poverty are more likely to struggle academically and financially as adults.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Climate change is caused by human activity.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average American watches over 3 hours of television per day.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people who win the lottery end up worse off than before.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of sexual assault cases are committed by someone the victim knows.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The vast majority of people in the world are not millionaires or billionaires.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Many popular celebrities have had plastic surgery or other cosmetic procedures.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The United States has the highest rate of gun ownership in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average American throws away around 4.4 pounds of trash per day.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The majority of relationships that start in high school do not last.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The use of plastic is causing significant harm to marine life and ecosystems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The vast majority of scientific studies confirm that climate change is real and caused by human activity.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The United States consumes more energy per capita than any other country in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most people will experience at least one episode of back pain in their lifetime.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Most people will experience heartbreak and disappointment in their lifetime.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Smoking cigarettes is the leading cause of preventable death in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The world population is increasing at an unsustainable rate.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The majority of people who try to start their own business fail within the first few years.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The United States has a history of systemic racism.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Social media can be detrimental to mental health.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The average lifespan for a pit bull is shorter than most other dog breeds.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Eating meat is linked to various health problems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'In most cases, natural remedies are not as effective as modern medicine.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'College degrees do not guarantee a high-paying job or career success.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Multinational corporations often exploit workers in developing countries.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The US has the highest rate of gun violence among developed countries.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Children born to teenage mothers are more likely to experience poverty and lower academic achievement.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average American consumes more sugar than is recommended for a healthy diet.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Sitting for extended periods of time is linked to a higher risk of heart disease and other health problems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Most car accidents are caused by human error.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average CEO salary is much higher than the average worker salary.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Climate change is causing sea levels to rise and will displace millions of people in the coming decades.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Immigrants are more likely to commit crimes than native-born citizens.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Women are more likely to suffer from depression than men.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Many jobs will be automated in the near future, leading to widespread job loss.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people are not born with innate talent in a specific area.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The United States has a higher incarceration rate than any other country.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Smoking is the leading cause of preventable death in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people who go to college do not end up working in their field of study.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The average lifespan of a domestic cat is only about 15 years.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most lottery winners end up losing their winnings within a few years.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The average American has a higher carbon footprint than the average person in a developing country.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The US has the highest rate of incarceration in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Smoking cigarettes causes cancer and other serious health issues.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people who get married end up getting divorced.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people lie at least once a day.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The vast majority of people who attempt to quit smoking on their own fail.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Religion has been used to justify numerous acts of violence throughout history.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'People with higher incomes tend to have better access to healthcare.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most plastic waste does not actually get recycled.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average lifespan in the US is lower than in many other developed countries.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The average lifespan of a professional athlete is shorter than the average lifespan of the general population.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The vast majority of people will not achieve their childhood dreams.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Women are statistically worse drivers than men.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Eating a lot of processed food is linked to an increased risk of heart disease and other health problems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'People who smoke cigarettes are at a higher risk for cancer and other health problems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The United States has a higher rate of gun ownership and gun-related deaths than any other developed country.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Many popular self-help books contain advice that is not supported by scientific research.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Success is often a result of hard work and luck.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The human body is not designed to consume large amounts of sugar and processed foods.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'There is no scientific evidence that vaccines cause autism or other developmental disorders.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The majority of sexual assaults are committed by someone the victim knows.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most people do not achieve their childhood dreams.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The majority of people who try to start a business will fail within the first few years.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most people will not achieve their dreams or reach their full potential.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The use of fossil fuels is a major contributor to air pollution.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The United States has a higher rate of incarceration than any other country in the world.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The majority of people will not leave a significant impact on the world after they die.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Most people will not become millionaires in their lifetime.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The average lifespan for people with Down Syndrome is shorter than for those without it.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Being overweight or obese increases the risk of numerous health problems.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'People who smoke cigarettes are at a higher risk of developing lung cancer.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Most people will never achieve their childhood dreams.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'Children who grow up in poverty are more likely to struggle academically and financially in the future.'
Answer:","[' True', ' False']",0
"Question: Is the following sentence true or false? 'The US has the highest GDP per-capita world wide'
Answer: True
Question: Is the following sentence true or false? 'The internet was invented in 2004'
Answer: False
Question: Is the following sentence true or false? 'Being overweight or obese can increase the risk of numerous health problems.'
Answer:","[' True', ' False']",0
